,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,Product Description,State,Review,Date
5,"Yanlin Adjustable Multi-Function Barbell Rack Stand, Max Load 550lbs,Squat Rack Dipping Station Dip Stand Fitness Barbell Free Bench Press Stands Press Equipment Home & Gym Dip Stands",3.8,25,89.98,It's alright,Jack Trader,3.0,United Kingdom,Colour Name: Classic-A Version,Verified Purchase,"Received this yesterday. Pretty easy to put together although I did use my own tools as another reviewer mentions the supplied wrenches are very basic.

I went for the Classic-A Version with the brace between the two posts. When the posts are extended it is extremely wobbly. I'll probably make some adjustments where I can but basically the inner arm is just way too small for the gap it fits in. However this doesn't stop me from using it as intended, it's a good product but can be improved.

Another issue is when the rack is up against the wall I can't easily fit on my larger weights. Not too much of and issue as they typically stay on the barbell and I can just about fit my 5kgs on the rack without having to move it away from the wall. It would be nice if the design would make the weight holders be on the front instead.

What I do like about this particular one is it does have a very small footprint taking up only about half a metre when it's up against the wall and this was the main selling point for me. If I had the space I would get a full sized one instead. If the arms were more sturdy this would be a 5 star.",2021-10-04
7,"Yanlin Adjustable Multi-Function Barbell Rack Stand, Max Load 550lbs,Squat Rack Dipping Station Dip Stand Fitness Barbell Free Bench Press Stands Press Equipment Home & Gym Dip Stands",3.8,25,89.98,Shakey as anything. Not confident it is safe to use. .,marky,1.0,United Kingdom,Colour Name: Advanced-B Version,Verified Purchase,Arrived quickly and easy assembly with my own spanners. But after assembly it is immediately obvious the top half of the upright pillars is a very loose fit into the bottom half so there is a LOT of left-right and front-back movement. Really not very steady. Don't think it is safe to use. Disappointed.,2021-11-08
14,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Cheap quality - not robust - dent easily - warp,JT,1.0,United Kingdom,Size Name: 40 TILES (160 Square Feet)Colour Name: Grey,Verified Purchase,"I purchased these for my garage floor (we don't park a car in it, just store stuff). Picture attached after laying the tiles and it looks good. However:

(read UPDATE below before buying)

Pro's:
- Easy to lay
- Comes with nice sticky fixers to hold it down firmly
- Easy to cut

Con's:
- The tiles do not join together anywhere as neatly as my previous tiles did (which I removed to fit these new ones). You can see gaps between the joins, some larger gaps than others
- The tiles are quite thin, in comparison to the tiles I removed they are about 60% of the thickness
- The biggest issue I can see is the durability of the tiles. The 2 attached pictures show the marks caused after 1 night of a very light set of aluminium ladders, and the other picture is from a bike wheel. These indentations have not come out. The picture in the listing shows a set of weights on the tiles, in real life that would leave a dent which would never come out. Again, to compare against the previous tiles I had, the old tiles never marked, these do instantly. Big problem if you are using them anywhere where items may be pressing against them.

In summary, they look 'ok', I will keep them for a year or 2 then replace them with some thicker tiles. Next time I will research more and look at the thickness. Obviously thicker tiles will cost more, but if I'm replacing them after a year I wish I had just spent more to start with.

UPDATE: After 6 months these tiles have warped (see photos). When they warp they never go flat again, and become a trip hazard. Very very poor quality. Avoid these and look elsewhere for tiles, unless you want to replace them after 6 months.",2019-12-30
15,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Any more than 4x4 it doesn’t form naturally,Craig morrison,4.0,United Kingdom,Size Name: 10 TILES (40 Square Feet)Colour Name: Black,Verified Purchase,It’s decent enough -  hard wearing and comfortable on feet on a garage floor. I have found problems that if your attaching more than 4x4 mats then they struggle to hold shape as demonstrated in photo. I’ve tried everything and reattaching at different mats.This is the best I’ll have to settle with so slightly disappointed,2019-07-12
16,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Love it 😁,Kat,5.0,United Kingdom,Size Name: 24 TILES (96 Square Feet)Colour Name: Black,Verified Purchase,"As you can see this flooring looks great, it is high quality and great for my home gym, I went for tile flooring so if one did get damaged I could easily replace. So far I have had no issues and I am very pleased with my purchase. Fast delivery I would highly recommend",2019-04-19
17,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Soft but dense,Dec-wrec26,5.0,United Kingdom,Size Name: 10 TILES (40 Square Feet)Colour Name: Blue,Verified Purchase,Wanted them to out a lay-z spa on and perfect for the job,2019-06-09
18,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,"Very easy to install, feel great to step on those in the garage.",Leon V,4.0,United Kingdom,Size Name: 20 TILES (80 Square Feet)Colour Name: Black,Verified Purchase,"This was a piece of cake to put down as a floor for my garage, feet are warm now floor is soft and what falls on it wont crack no more.
Some tiles needed cut to meet the wall, the rubber is good thick and it will cut but get a good knife.
Each tile comes with 2 edges, plenty enough lots of spares to make some good finish.
Two things I classify as bad but they are no problem for the garage.
1. Some tiles are less black than others, maybe check and use the same batch on the same area of the tiles.
2. Sometimes the tile wont snug fit leaving a small tiny gap between the jigsaw puzzle like connection seam. Again might be a batch thing, so check the packs, I found they will post some 4 pack and some 8 pack sets, check them out and match them. What works is a bit of shuffle and it comes together ok.
Having said that, you wont notice those things now, the floor has settled and it looks good, works good, hope it stays good.
So all good.",2020-10-17
19,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Take time piecing together for best fitting,alexander reid,5.0,United Kingdom,Size Name: 24 TILES (96 Square Feet)Colour Name: Black,Verified Purchase,"After reading some good and some not so good reviews, I went for this product because of price and ease of laying in my floor space in the attic, that I have turned into a small fitness area and I’m absolutely delighted with the results. I will say take your time in finding the best fit by lining up the the slight pattern and they will fit nice and tight with no gaps like I’ve seen in other reviews. Will also add I never had to use the two side sticky pads on the main sections but only on the sections I cut into smaller pieces. All in all I’m delighted",2020-02-22
20,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Best Option for home gym,Daniel edwards,5.0,United Kingdom,Size Name: 8 TILES (32 Square Feet)Colour Name: Grey,Verified Purchase,"After looking at lots of options for my home gym this was the most cost effective, functional and had the best design compared to rubber flooring and other foam flooring. As imagined they were easy to assemble and cut to fit, I didn’t bother with the free adhesive stickers and went for some spray on the floor as well as thick tape under over the interlocking sections as a double secured method but these are sturdy tiles and probably didn’t need the overkill. After under ordering I placed a second order and messaged to request the delivery asap, having to change the address. The seller responded straight away and got these out in time, very helpful overall and happy with the finished product in grey.",2019-07-07
21,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Fantastic to use under an above floor swimming pool,Kelly,5.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Black,Verified Purchase,Above and beyond customer service. They kindly gave me a call to go over my questions and were really helpful.We have used them to go under a 10ft pool and they make the bottom of the pool so much more comfortable. We no longer feel the hard concrete slabs or the joins of the slabs. Work a treat for what we wanted.,2020-05-12
22,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Much better than expected !,Peter Mann,5.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Grey,Verified Purchase,"This product is better than I thought it would be. I bought this as a base to lay guitars on while working on them to set them up and to photo/video them. The pattern is extremely good for this purpose and looks a lot more expensive than the actual cost - it looks really slick. Having got them I can see how you could even put a lot of them together to form a pretty good background for (for example) an interview video. They are so light that with velcro you could easily attach them to a piece of wall and use as a backdrop. It's not often you are surprised by the quality of a product, but this is one of those times. I'd think they would be great for the intended purposes also, BTW. Tempted to put some in the shower room for when I step out of the shower.",2019-07-25
23,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Just the type of flooring any gym needs,M. Bruton,5.0,United Kingdom,Size Name: 10 TILES (40 Square Feet)Colour Name: Black,Verified Purchase,"I was looking for some floor tiles for my homemade gym in the spare room. I like working out in my bare feet so needed something nice and spongy and these fit the bill. They are easy to fit together, they come with stickers to stick them to the floor but I didn't need to use them. I can't wait to smash a workout later.",2019-07-27
24,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Temporary flooring,DMA,5.0,United Kingdom,Size Name: 36 TILES (144 Square Feet)Colour Name: Black,Verified Purchase,"We had these foam tiles in our awning this summer, laid on 18mm ply. They were extremely fast to put down and quite durable. I stuck the outside tiles down with double sided velcro, which held them in place. They can be reused next year and store easily. They are also easy to vacuum and mop and are so comfortable to walk on bare foot. We are ery happy with this purchase.",2021-10-27
25,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Slippery Surface,P. Winchcombe,1.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Black,Verified Purchase,"Very disappointed with these matts. They have an almost shiny surface which means your feet slip on them when doing planks or press ups. Compared to other matts I have bought they lack any firmness, very soft in comparison and I seriously doubt if they will wear well.  They are at least soft when kneeling but not many exercises are done in a kneeling position.  Should have gone with my more expensive previous buys, now I have to spend twice",2021-03-14
26,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Purchased for laying under a treadmill - do the job nicely.,Ms. Pj Hawcroft,4.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Black,Verified Purchase,"I got these to put under my treadmill in a carpeted box room. I am worried that the silicon oil might drip down to the carpet and also I don't want the carpet to get damaged or deeply dented. I also thought these might help with soundproofing the space a little, cutting down on creaking and clonking from the machine.They are very easy to set up and slip together. I will need to trim mine down a bit as they are very wide but this isn't hard to do as they are about 6cm deep so a stanley knife and a cutting board or some thick card should let me do that.",2019-09-20
27,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Awful product,A Aman,1.0,United Kingdom,Size Name: 8 TILES (32 Square Feet)Colour Name: Black,Verified Purchase,I ordered this product to use it on wooden flooring. It was a nightmare as I kept slipping. I then realised it was not for me so I requested a refund but their condition is to receive the product in its original packaging and would only sanction a refund if it's sent in its original condition. This is not always possible especially with such big product. I have literally lost approx. £33 for a very bad quality exercise mat that I can't even return without meeting their stringent conditions.!,2021-10-01
28,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,"Disappointing product, not in the least bit comfy!",R. Macrae,1.0,United Kingdom,Size Name: 16 TILES (64 Square Feet)Colour Name: Black,Verified Purchase,"I was  very disappointed in this product. It’s advertised as Comfy Mat however it’s not in the least bit comfy. It’s very hard underfoot, and a bit slippy. It’s the opposite of comfy, and not aligned to the product description on Amazon. I was also forced to pay the return postage charges of over £15. This was not refunded to me despite my dissatisfaction with the product. You expect better than that when purchasing via Amazon.",2021-02-19
29,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Extra Floor Protection from a Power Tower,Gawain,4.0,United Kingdom,Size Name: 10 TILES (40 Square Feet)Colour Name: Black,Verified Purchase,"We've been using these since January, placed beneath a power tower for a little extra protection for the floor. We also store dumbbells and kettlebells on it. The power tower has left permanent indents, but that was clearly expected, especially since it's been a few months in the same position now.

I bought 10 tiles just in case we wanted to use more for a general workout space, but the boss said no, so the extra have mostly been put to the side. I've tried to use them as a replacement for a general workout mat on a couple of occasions, but they don't fit together securely enough for many activities (press-ups, mountain climbers, burpees, etc); they simply pull apart. They do supply double sided adhesive pads for more permanent placing which would likely help under the right circumstances.

Generally pretty happy with them though. They do the job great for their intended purpose.",2021-08-04
30,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Borderline fit for purpose (home gym),David A (UK),3.0,United Kingdom,Size Name: 24 TILES (96 Square Feet)Colour Name: Black,Verified Purchase,"These are ok, but overpriced for what they are.They go down on the garage floor easily enough and are good under the paddling pool.  However anything remotely heavy (e.g. gym equipment) and/or pointy (e.g. a chair leg), will indent / cut right through this - permanently.  So a gym floor that gets destroyed by average home gym equipment, means it is not really fit for purpose.  Heavy duty rubber mats would be much better (which are much more expensive) - these are just foam, but even still are over priced for what they are (should be around half price).  They wont be looking nice for very long.In my garage gym, I have used carpet cut outs and bits of wood on top of the mats, to prevent anything from going down on to them (leaving the mats serving little purpose tbh).",2021-10-26
31,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Review in progress!,Gee,3.0,United Kingdom,Size Name: 10 TILES (40 Square Feet)Colour Name: Orange,Verified Purchase,"Because I have a small area to work with, I had to purchase 10 mats despite only requiring 9 of them.  What I did not anticipate was the mats bring slippery against the wooden flooring once placed down.  Doing Pilates, Yoga, Resistance training is fine but trying workouts like Zumba is dangerous which I soon discovered as I hurt my knee.  I expected the mats to be non-slippery rubber on my wooden flooring.  You are provided with 9 double-sided sticky pads - however, I have not used them as my concern is the sticky residue left behind on my wooden flooring.  However, I have now found several methods to remove the residue so will now try the sticky pads and see how I get on. Putting that aside, the edge pieces are thin. This is because the edgings are a bit loose.  I have a resolution for that. The mats are nice to work on as well. I will be sure to come back and let you know how I get on.  Meanwhile 3* but I am hoping to change that to 5* when I return.",2021-07-26
33,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Absolutely fit for purpose.,Mr M P Barry,5.0,United Kingdom,Size Name: 20 TILES (80 Square Feet)Colour Name: Blue,Verified Purchase,"This is a very good interlocking mat which I have used to create a safe gym space in the rear of a garage. Two packs have provided a generous area that now holds a rowing machine, static cycle and a multi gym. The matting is stable on a concrete floor and I have not used the sticky pads provided but they might be useful in some situations. The cushioning is just the right level of firmness for this use. A very good buy and is absolutely fit for purpose.",2019-08-04
34,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Extremely poor quality and wrong colour sent. Avoid.,Mr Daniel L Geraci,1.0,United Kingdom,Size Name: 36 TILES (144 Square Feet)Colour Name: Blue,Verified Purchase,"Extremely poor quality. Many of the tiles don’t fit together well (previous ones I’ve purchased fit together tight and snuggly). Some of the tiles have marks on them which look like they are wet, but they aren’t and it’s a permanent mark. The tiles dent and pull apart easily, even from leaving something light on top briefly. The edging doesn’t fit and you need to cut to size. The pattern on some of the tiles are also wonky, so it doesn’t look great when all connected. I was also sent the wrong colour with a return or replacement refused. Terrible quality and won’t last long. I would find an alternative.",2021-10-04
35,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Absolutely brilliant.,Jason Pratt,5.0,United Kingdom,Size Name: 48 TILES (192 Square Feet)Colour Name: Navy,Verified Purchase,"I don't get it. I saw so many reviews on how hard it was too put down, that they didn't fit together well and how it lifts etc etc. Look!! It's simply down to what surface you lay it on. I had a new concrete flat base layed first so that I could use these foam tiles. First they arrived for days early so I was well happy. And it took me only half a day of careful laying and cutting in for corners. I have used it since and it doesn't move around our lift. They are perfect.Maybe if you don't cover a room wall to wall you may have issues with it moving that I can understand. But for me. No issues. So glad I got them.",2021-04-27
36,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Good quality,colin a groome,5.0,United Kingdom,Size Name: 48 TILES (192 Square Feet)Colour Name: Navy,Verified Purchase,"The order was delivered on time, easy to lay and looks great. I bought them to finish off my indoor gym area. I purchased sufficient for 192 sq feet and the amount I bought fits the area perfectly. I use the area for weight training and cardio which involves a considerable movement in differing directions on the mats at various speeds. For this, the matted area is comfortable and there is no movement. I haven’t rated the durability of the product for obvious reasons, but I’m sure they will last  the pace. I haven’t needed to use the sticky pads which come  with each set as the mats sit securely on the base wood floor. So far, a great product.",2020-10-25
37,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Easy to assemble for home gym.,Miss Ali,5.0,United Kingdom,Size Name: 12 TILES (48 Square Feet)Colour Name: Black,Verified Purchase,I have bought 12 of these blocks to cover the floor for use of the home gym and it was very easy to assemble and in future I can use it for my kids or move it to the shed when I place gym there it's very versatile. It's also fairly thick material and absorbs a bit of noise as when I'm dropping weights. I would say this is very cheap product but at the same time highly qualitative.,2019-10-16
38,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Good for home use,bernie r,5.0,United Kingdom,Size Name: 12 TILES (48 Square Feet)Colour Name: Black,Verified Purchase,Wanted to convert part of my dining room into a home gym. These stop the floor getting damaged. They supply stickers to fit the tiles to the floor but I don’t want to have to deal with the sticky bits when it take them up. So I put up with a certain amount of movement. Overall very happy with the end result. Easy to fit together but not sure they will last for years.,2020-11-07
39,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Good but not grippy,Miss Hannah F Peace,3.0,United Kingdom,Size Name: 10 TILES (40 Square Feet)Colour Name: Black,Verified Purchase,"Arrived quickly and easy to put together. I bought double sided carpet tape to stick mine to the flooring which has helped keep them in place so far. Good thickness and seems fairly sturdy. They have shown signs of denting where my weights are left but so far seems to bounce back fairly well. My only gripe would be they aren't grippy as i was hoping. I do a lot of HIIT workouts, so burpees, mountain climbers, planks etc and my shoes just don't grip AT ALL so i still have to use a workout mat on top so my feet don't just slide away. Disappointing from that perspective but otherwise do the job. If you do lots of those kind of movements may not be the right choice.",2020-05-05
40,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Use it for skipping rope on carpet,Karsel,5.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Black,Verified Purchase,"Easy to assemble, takes a couple of minutes to put together. I use it on the carpet to jump rope. I bought it for two purposes, one is to reduce the impact on the wood below the carpet and second is to provide a flat surface as my carpet has a lot of threads. I dont hear the wood breaking sound anymore. It can be a bit slippery but doesn't move much on the carpet. Material is OK, not great but does the job. Just need to wait and see its durability in long run.",2020-05-03
41,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Not at all good!,Amazon Customer,1.0,United Kingdom,Size Name: 24 TILES (96 Square Feet)Colour Name: Black,Verified Purchase,"We ordered 5 packs - what they don’t tell you is that the pattern on the mats does not in any way match up! Therefore looks a mess! We opened all the pack to try and piece them together thinking that they were in a batch…. But no!!!

As we opened them, we couldn’t return them so have ended up putting them down as underlay and are having to buy different ones…. Without a pattern this time!! Can’t believe no other review have noted this!

Wouldn’t recommend! Total waste of money!!",2021-10-03
42,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,A waste of money.,Lilian,1.0,United Kingdom,Size Name: 4 TILES (16 Square Feet)Colour Name: Orange,Verified Purchase,The tiles are too thin and they separate and fold over with the smallest of movements. Refund was requested but you have to pay for postage and it costs more than half the price of the mats. Talk about a regretful purchase.,2021-06-13
43,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Good little floor cover.,The Turnip Queen,4.0,United Kingdom,Size Name: 10 TILES (40 Square Feet)Colour Name: Black,Verified Purchase,"I am using these on the kitchen floor of our flat because the floor gets icy cold in the winter. These instantly warm it up and help insulate the floor too. A good cheap solution. Also great for my toddler as when they fall, it's a softer landing! Only gripe is that there is not enough edge options. They only work if you lay them out in a square or rectangular way.  Pretty sure I can cut these down and get them to perfectly fit my kitchen. Wish they came in a thinner size so i could use them in my bathroom. Be warned though: if they get wet and are not dried underneath, you have a chance for the whole tile to slip.",2020-02-01
44,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Great and versatile!,Eugene H,5.0,United Kingdom,Size Name: 12 TILES (48 Square Feet)Colour Name: Grey,Verified Purchase,"With these simple jigsaw-like tiles I converted my extremely rough and uneven floor of the garage in to reasonably soft and warm work out place. It is soft enough to feel comfortable when you lay down on the floor and do any kind of exercises, but you are not sinking when you walk or doing push-ups on it, so it is perfect balance. Obviously on the rough terrain like I have you cannot get perfect match between tiles, but it is really good in places where the floor is even. As you can see on the pictures, I got two different colours, they are of the same shape so you can easily mix and match. I started with yellow for the workout area, then bought some more for the walk-through area and most likely will buy more to protect bottom of Intex pool and make it cleaner around so no dirt and grass go inside.To summarize, it is great versatile product which can be used in many different areas.",2020-05-04
45,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Impressive and pleasantly surprised!!!!,Rob 123,5.0,United Kingdom,Size Name: 10 TILES (40 Square Feet)Colour Name: Black,Verified Purchase,"This is my first product review but credit where credit is due it deserves one. I must admit that I wasn’t expecting great things because of the 1cm thickness and the fair price but I am very impressed. I ordered 10 which came in a pack of 6 and 4 to in the same delivery packaging. I spent sometime trying to match the pattern which isn’t exact but came to realise that they are probably different batches which like wallpaper and carpet can play a factor. They do fit together perfectly and are easy to pull apart. After I got over my OCD and accepted why I had purchased them I started to look more at the quality and durability which is fantastic. I did an over night test and put 10kg 15kg 30kg of Olympic plates and 18kg of HEX Dumbbells  on each mat to see if they dented. The plates never left an imprint but the dumbbells did, probably due to the shape. I was amazed that after a few hours the mat had sprung back which I was very surprised to see. Definitely worth the money, and I would highly recommend this product.",2021-02-25
46,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,I got two sets and I am not disappointed,John Birtchet-Sharpe,5.0,United Kingdom,Size Name: 12 TILES (48 Square Feet)Colour Name: Black,Verified Purchase,"(review for the black mats )Setting up a home gym in the garage , and these suited the task well , I cant add anything for Durability as I just installed them this week, would have to revisit in a year . but so far I am Happy with the product... one word of warning .. when training (or kids playing) on them where no shoes or plimp soles  .. running shoes do not have alot of traction on the surface of these mats.",2020-10-12
47,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Dont bother,Amazon Customer,1.0,United Kingdom,Size Name: 20 TILES (80 Square Feet)Colour Name: Blue,Verified Purchase,"Not square resulting in gaps of 10mm+ in some areas when only filling a 12x12 area, to make things worse the black comes with a smooth finish where as the blue comes with a much rougher finish resulting in gorilla tape sticking to the black but not the blue, so cant even hide the massive gaps, not worth the hassle, i shouldve just waited and got something better",2021-12-17
48,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,"Useful in pandemic,l but not the best for grappling",Brendan,4.0,United Kingdom,Size Name: 20 TILES (80 Square Feet)Colour Name: Black,Verified Purchase,Not the best for Brazilian jiu-jitsu or grappling. I bought these for some rolling training and although I can train pretty alright on these I have to tape them together otherwise they come apart. They are so thin as well that you have to go from knees there is no way you could go from standing and perform throws or anything like that. For pandemic use they do the job hence the decent score.,2021-01-15
49,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Very pleased,hannah,5.0,United Kingdom,Size Name: 10 TILES (40 Square Feet)Colour Name: Navy,Verified Purchase,"Im pleased with these, they make a very hard floor much softer for baby tumbles. They also keep the room much warmer! They clean well and don't slip around so ive not needed to use the sticky pads. I need to order more to fill the full room.",2021-01-10
