,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,Product Description,State,Review,Date
621,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,As it says,Jane,4.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Grey,Verified Purchase,"Slightly smaller and not as thick as I had expected....  never the less , does the job 👍.",2020-09-09
622,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Good exercise mats,ksp,4.0,United Kingdom,Size Name: 12 TILES (48 Square Feet)Colour Name: Blue,Verified Purchase,Very good easy to use mats.,2021-01-31
623,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,:),Kayla,5.0,United Kingdom,Size Name: 40 TILES (160 Square Feet)Colour Name: Grey,Verified Purchase,Thank you,2019-07-28
624,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Exactly as advertised,Kindle Customer,5.0,United Kingdom,Size Name: 8 TILES (32 Square Feet)Colour Name: Black,Verified Purchase,Easy to assemble . Prompt delivery.,2021-02-13
625,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Durable but size isn’t great,Nathan reid,4.0,United Kingdom,Size Name: 12 TILES (48 Square Feet)Colour Name: Black,Verified Purchase,I do really like this product only issue is to fill up a big space it will cost a lot,2020-09-19
626,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Cheap,Vicky Brockley,1.0,United Kingdom,Size Name: 4 TILES (16 Square Feet)Colour Name: Black,Verified Purchase,Cheap and tacky,2021-05-04
627,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,"Clean , looks great , easy to assemble.. fast delivery, does the job I need it too",Josephine Harrington,5.0,United Kingdom,Size Name: 8 TILES (32 Square Feet)Colour Name: Black,Verified Purchase,Great for dancing and exercise on .... provides softer landing on legs & feet during jumps .,2020-08-10
628,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Tiki bar,Amazon Customer,5.0,United Kingdom,Size Name: 12 TILES (48 Square Feet)Colour Name: Orange,Verified Purchase,Great used it in my tiki bar IV built warm and comfortable underfoot now,2020-12-01
629,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Easy to use,S M.,4.0,United Kingdom,Size Name: 16 TILES (64 Square Feet)Colour Name: Black,Verified Purchase,Exactly do what they say,2020-10-11
630,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Perfect item,RODNEY HOLT,5.0,United Kingdom,Size Name: 40 TILES (160 Square Feet)Colour Name: Blue,Verified Purchase,"Item as described,fast prompt delivery, perfect for the gym floor",2019-11-23
631,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Durable,Amazon Customer,5.0,United Kingdom,Size Name: 16 TILES (64 Square Feet)Colour Name: Black,Verified Purchase,Very easy to put together for gym floor. Durable also,2021-02-24
632,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,I would recommend,Declan O'Callaghan,5.0,United Kingdom,nan,Verified Purchase,Does exactly what it says on the tin!,2020-05-23
633,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Nice product,Dec,5.0,United Kingdom,Size Name: 4 TILES (16 Square Feet)Colour Name: Black,Verified Purchase,"No complaints, bought them to put under a rowing machine so it doesn’t damage the timber floor.",2020-05-15
634,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,"Quick set up, durable, quality",zoe,5.0,United Kingdom,Size Name: 16 TILES (64 Square Feet)Colour Name: Black,Verified Purchase,"Exactly what I needed for my gym equipment. Quick delivery, Quick to set up easy to clean.",2020-08-10
635,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Good gym mats!,Amazon Customer,5.0,United Kingdom,Size Name: 16 TILES (64 Square Feet)Colour Name: Black,Verified Purchase,Really good mats and fit really well together.,2021-03-24
636,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,A must buy,Natalie Breen,5.0,United Kingdom,Size Name: 4 TILES (16 Square Feet)Colour Name: Black,Verified Purchase,"Arrived quickly, absolutely perfect for my mini gym",2020-10-22
637,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Gravy,Amazon Customer,5.0,United Kingdom,Size Name: 4 TILES (16 Square Feet)Colour Name: Black,Verified Purchase,Does the job,2020-01-26
638,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Excellent,Amazon Customer,5.0,United Kingdom,Size Name: 10 TILES (40 Square Feet)Colour Name: Black,Verified Purchase,Much better than expected.,2021-06-10
639,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Perfect,Niamh o Hara,5.0,United Kingdom,Size Name: 20 TILES (80 Square Feet)Colour Name: Blue,Verified Purchase,Excellent thanks:-),2021-07-24
640,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Excellent product,julie holland,5.0,United Kingdom,Size Name: 8 TILES (32 Square Feet)Colour Name: Black,Verified Purchase,Excellent delivery time and great product to use as flooring or gym mats,2020-06-30
641,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Easy to assemble and good product,Tom and Ally Richards,5.0,United Kingdom,Size Name: 4 TILES (16 Square Feet)Colour Name: Black,Verified Purchase,Purchased for home gym. Matting is good quality and easy to assemble. Would recommend,2020-06-19
642,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Great product,Calum MacDonald,5.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Black,Verified Purchase,"Just as advertised,easy to use and offer great floor protection.",2020-11-27
643,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Easy to assemble,Gearoid Calnan,5.0,United Kingdom,Size Name: 10 TILES (40 Square Feet)Colour Name: Black,Verified Purchase,Easy to assemble and very quick delivery. Delivered ahead of scheduled window.,2020-09-18
644,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Foam Mats,matt,5.0,United Kingdom,Size Name: 8 TILES (32 Square Feet)Colour Name: Navy,Verified Purchase,Brilliant for what I needed a base for my new Hot tub,2020-07-23
645,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Very good,Amazon Customer,5.0,United Kingdom,Size Name: 16 TILES (64 Square Feet)Colour Name: Black,Verified Purchase,Easy to use. Good cushioning for exercise.,2021-03-13
646,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Excellent Product,Mrs J C Sharpe,5.0,United Kingdom,Size Name: 24 TILES (96 Square Feet)Colour Name: Black,Verified Purchase,Fantastic service and quality item,2021-02-23
647,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Worth the money,Simion Andreea,5.0,United Kingdom,Size Name: 16 TILES (64 Square Feet)Colour Name: Black,Verified Purchase,Easy to assemble,2021-05-29
648,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Great mats,Joel Raines,5.0,United Kingdom,Size Name: 16 TILES (64 Square Feet)Colour Name: Black,Verified Purchase,Great mats! Easy set up. Perfect for my home gym,2021-02-10
649,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Ideal,Leigh,5.0,United Kingdom,Size Name: 8 TILES (32 Square Feet)Colour Name: Black,Verified Purchase,"Perfect for my gym area, and good value for money.",2021-01-29
650,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Great,Mr. S. A. Johnson,5.0,United Kingdom,nan,Verified Purchase,Great easy product,2020-03-18
651,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Just what I needed,Amazon Customer,5.0,United Kingdom,Size Name: 8 TILES (32 Square Feet)Colour Name: Blue,Verified Purchase,Just what I needed for home gym. Very prompt delivery. Thank you.,2020-07-08
652,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Easy to install,Chris Thompson,4.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Black,Verified Purchase,Great product at this price-point to create a home-gym floor in the garage,2020-09-16
653,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Simple easy to use,Edwin Thurston,5.0,United Kingdom,Size Name: 48 TILES (192 Square Feet)Colour Name: Grey,Verified Purchase,Is what is,2020-03-06
654,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Perfect,Amazon Customer,5.0,United Kingdom,Size Name: 12 TILES (48 Square Feet)Colour Name: Black,Verified Purchase,Perfect worked well for what we wanted tgem for,2020-08-04
655,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Value,Audrey M.,4.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Black,Verified Purchase,Good value for money,2020-06-23
656,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Good product quick delivery,Emma P,5.0,United Kingdom,Size Name: 10 TILES (40 Square Feet)Colour Name: Black,Verified Purchase,Received much quicker than expected and product exactly as described.,2020-07-21
657,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Plenty of cushioning hard wearing flooring,kevin teager,5.0,United Kingdom,Size Name: 4 TILES (16 Square Feet)Colour Name: Black,Verified Purchase,Strong and easy to assemble great for shed gym,2020-12-06
658,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Very pleased with these mats,Kindle Customer,5.0,United Kingdom,Size Name: 20 TILES (80 Square Feet)Colour Name: Blue,Verified Purchase,Easy to assemble,2021-06-18
659,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Great,Harry Jones,4.0,United Kingdom,Size Name: 24 TILES (96 Square Feet)Colour Name: Black,Verified Purchase,Loved the proved easy to put together and comfy,2021-01-27
660,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Durability,Erik,5.0,United Kingdom,Size Name: 4 TILES (16 Square Feet)Colour Name: Black,Verified Purchase,"Easy to assemble, versatility Great product!",2021-02-07
661,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Recommended,Amazon Customer,5.0,United Kingdom,Size Name: 4 TILES (16 Square Feet)Colour Name: Black,Verified Purchase,Easy to assemble,2021-02-24
662,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Great item,Rachel,5.0,United Kingdom,Size Name: 12 TILES (48 Square Feet)Colour Name: Black,Verified Purchase,"Easy to put together, thick mats",2021-02-05
663,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Easy gym flooring,Amazon Customer,4.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Grey,Verified Purchase,Great product. Arrived within two days. Easy to assemble.,2020-10-10
664,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Quality,David Doyle,5.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Black,Verified Purchase,Quality mats for anyone looking to work out at home,2020-10-11
665,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Very good,Amazon Customer,5.0,United Kingdom,Size Name: 48 TILES (192 Square Feet)Colour Name: Blue,Verified Purchase,IdealUsed for garage floor.Very easy to put down.,2019-09-02
666,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Nice,J,4.0,United Kingdom,Size Name: 20 TILES (80 Square Feet)Colour Name: Beige,Verified Purchase,Don’t know if they are thick enough for gymnastics  but really like them,2020-08-16
667,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Comfy mat on point.,Mark Crawford,5.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Black,Verified Purchase,"Great product and super quick delivery.Customer service was perfect, thanks.",2020-05-13
668,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Good product,Daniel Lawson,5.0,United Kingdom,Size Name: 16 TILES (64 Square Feet)Colour Name: Blue,Verified Purchase,Used for working out on our decking in the garden works well,2020-03-27
669,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Perfect,Jamie,5.0,United Kingdom,Size Name: 8 TILES (32 Square Feet)Colour Name: Grey,Verified Purchase,Exactly as advertised,2020-06-24
670,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Perfect,Isaac,5.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Black,Verified Purchase,Perfect for gym use highly recommend!,2021-02-04
671,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Satisfied,Martiana G.,5.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Black,Verified Purchase,Very happy with it so far.,2020-09-23
672,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,They are ok,claire,4.0,United Kingdom,Size Name: 8 TILES (32 Square Feet)Colour Name: Navy,Verified Purchase,Quite thin,2020-10-16
673,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Value for money,Rob Hannan,5.0,United Kingdom,Size Name: 16 TILES (64 Square Feet)Colour Name: Black,Verified Purchase,Fantastic easy to assemble,2021-03-23
674,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,exactly as described,Saskia Northedge,5.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Black,Verified Purchase,exactly as described perfect for a base under my hot tub gazebo etc,2020-06-10
675,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Decent product!,Joe Hoblyn,5.0,United Kingdom,Size Name: 8 TILES (32 Square Feet)Colour Name: Grey,Verified Purchase,"As expected , thanks!",2021-03-22
676,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Just the job,len brown,5.0,United Kingdom,Size Name: 10 TILES (40 Square Feet)Colour Name: Black,Verified Purchase,Works a treat will buy again,2020-08-28
677,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Excellent value for money!,Stephen Knowles,5.0,United Kingdom,Size Name: 12 TILES (48 Square Feet)Colour Name: Grey,Verified Purchase,"Good quality, easy to assemble, would definitely recommend",2020-07-09
678,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,For disabled dog,Deborah,5.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Black,Verified Purchase,Excellent product really squishy,2021-02-04
679,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Turd,Tom,1.0,United Kingdom,Size Name: 8 TILES (32 Square Feet)Colour Name: Black,Verified Purchase,Keep coming apart,2021-04-11
680,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Thank you very much,Atif Naim,5.0,United Kingdom,Size Name: 12 TILES (48 Square Feet)Colour Name: Beige,Verified Purchase,Excellent purchase very durable and clean,2020-06-17
681,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Good stuff,PAUL GARMAN,5.0,United Kingdom,Size Name: 8 TILES (32 Square Feet)Colour Name: Black,Verified Purchase,Great product for the money and arrived very quickly.,2019-07-21
682,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Good,Liam,5.0,United Kingdom,Size Name: 16 TILES (64 Square Feet)Colour Name: Black,Verified Purchase,Seems good,2021-03-24
683,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Recommended,N S,5.0,United Kingdom,Size Name: 16 TILES (64 Square Feet)Colour Name: Beige,Verified Purchase,"Great product, bought to sit under hot tub and works perfectly.",2020-06-13
684,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Worth the money,robert harrison,5.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Black,Verified Purchase,Great product. Perfect for practicing floor based movements.,2020-09-05
685,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Does what it says on the tin,Amazon Customer,5.0,United Kingdom,Size Name: 6 TILES (24 Square Feet)Colour Name: Black,Verified Purchase,Quick to arrive and just what I needed!,2020-06-09
686,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Good Quality,Ryan McQueen,5.0,United Kingdom,Size Name: 20 TILES (80 Square Feet)Colour Name: Black,Verified Purchase,"As expected, good quality ☺️",2021-02-02
687,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Good product easy assemble,Jay Roberts,5.0,United Kingdom,Size Name: 16 TILES (64 Square Feet)Colour Name: Black,Verified Purchase,Good product easy assemble,2021-02-05
688,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Comfy,Dominika,4.0,United Kingdom,Size Name: 16 TILES (64 Square Feet)Colour Name: Blue,Verified Purchase,Comfortable for excercising at home,2020-03-29
689,"ComFy Mat Foam Exercise Mats, Gym Flooring Mat, Interlocking Puzzle EVA Floor Tiles, Non slip Rubber Cushion For Home Workout, Yoga matting, Bonus Adhesives,24""X24""(60cmX60cm)",4.4,5698,19.95,Good quality,Mark McMinn,4.0,United Kingdom,Size Name: 12 TILES (48 Square Feet)Colour Name: Black,Verified Purchase,Quick delivery and quality product,2020-10-19
