,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,Product Description,State,Review,Date
10237,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Great,DjTotem,5.0,United Kingdom,nan,Verified Purchase,I recommend it,2020-01-05
10253,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Would recommend!,Natalie,5.0,United Kingdom,nan,Verified Purchase,Can feel a difference using this already. Bargain purchase! Would recommend.,2020-02-26
10262,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Cool,Mr J.,5.0,United Kingdom,nan,Verified Purchase,Quality,2019-12-17
10267,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Arrived on time,daniel santos,5.0,United Kingdom,nan,Verified Purchase,"Amazing, arrived on time, good quality",2020-02-16
10285,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Value,Michael,5.0,United Kingdom,nan,Verified Purchase,"Great product, easy to assemble and comes with a mat to kneel on, excellent.",2020-04-01
10301,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Highly recommended,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,Highly recommended. Can handle up to 90 kg or more.,2020-02-22
10314,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,"Easily assembled, sturdy , and great for storing somewhere after your workout",Sandie simpson,5.0,United Kingdom,nan,Verified Purchase,Easy to set up and great for storing away after you’ve worked out .. very sturdy and easily used and comes with comfortable thick pad for knees,2019-12-20
10316,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Better for the gym,Adam,3.0,United Kingdom,nan,Verified Purchase,Doesn’t work well as a spare tyre,2020-02-21
10347,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Good piece of equipment but wheels move side to side,oran,3.0,United Kingdom,nan,Verified Purchase,It is good however the wheels rattle and move from side to side when in use,2020-03-03
10349,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Good value,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,Great product and good value,2020-02-23
10360,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Good exercise,Amazon Customer,4.0,United Kingdom,nan,Verified Purchase,"Hard work , no result yet!",2020-02-02
10374,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Excellent,Anamaria,5.0,United Kingdom,nan,Verified Purchase,Excellent tool to exercise at home. Very easy to handle and install!!,2019-12-23
10390,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Disappointed,Melaard,2.0,United Kingdom,nan,Verified Purchase,This equipment is not as good as expected.,2020-01-14
10407,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Gym mat required,lesley,5.0,United Kingdom,nan,Verified Purchase,Defo need a gym mat on wooden flooring,2020-02-29
10411,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Well built ab roller,Richard W.,5.0,United Kingdom,nan,Verified Purchase,Awesome piece of kit and very durable,2020-01-20
10414,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Worth,Korbyn W.,5.0,United Kingdom,nan,Verified Purchase,"Great, just as advertised and works perfectly",2020-03-15
10419,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Best ab device on the market,SPEEDKINGFOX,5.0,United Kingdom,nan,Verified Purchase,Great for doing standing ab roll downs,2020-01-23
10427,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Nice product,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,Good product to use,2020-01-15
10430,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Easy to work with and good to travel with,Benba,5.0,United Kingdom,nan,Verified Purchase,Love it,2020-01-17
10462,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Amazing all around,Cheyenne,5.0,United Kingdom,nan,Verified Purchase,It came before Christmas and that’s what matters thank you,2019-12-17
10469,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Does the job.,andrew norton,5.0,United Kingdom,nan,Verified Purchase,Simply but effective and does the job it was bought for .,2020-01-26
10473,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Easy to use and fun,Natalie,5.0,United Kingdom,nan,Verified Purchase,Great fun,2019-12-31
10482,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Good value,Eniola Majekodunmi,5.0,United Kingdom,nan,Verified Purchase,What you see is what you get,2020-04-01
10494,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Does the Job!,Amazon Customer,4.0,United Kingdom,nan,Verified Purchase,Does the job!,2020-03-10
10501,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Below my  expectations,Samy,2.0,United Kingdom,nan,Verified Purchase,The wheels are a lot smaller than my expectations . Am not really impressed with them,2020-02-11
10502,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Great product,Akin,4.0,United Kingdom,nan,Verified Purchase,Good product,2020-02-04
10507,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Great,mr l s jeffery,5.0,United Kingdom,nan,Verified Purchase,Very good,2020-03-01
10508,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Great value,kevin bowditch,5.0,United Kingdom,nan,Verified Purchase,"Really great product, really targets your core",2020-03-19
10514,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,👍,Ruth Collins,5.0,United Kingdom,nan,Verified Purchase,Exactly as described,2020-02-05
10543,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Good buy,Kitty Ant,5.0,United Kingdom,nan,Verified Purchase,Easy to set up and very solid,2020-02-28
10563,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Value for money,Reece Curzey,5.0,United Kingdom,nan,Verified Purchase,Easy to use and feels strong 5*,2020-01-31
10570,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Love it,antonio,5.0,United Kingdom,nan,Verified Purchase,Very useful of my exercises,2020-03-11
10596,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Average but cheap,sarah,3.0,United Kingdom,nan,Verified Purchase,Average,2019-12-16
10601,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Decent,ER,5.0,United Kingdom,nan,Verified Purchase,"Pretty solid, easy to assemble, easy to use.",2020-02-11
10602,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Excellent,Craig Smith,5.0,United Kingdom,nan,Verified Purchase,Excellent quality.,2020-03-06
10606,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,"Nice and quick, thanks!",JL,5.0,United Kingdom,nan,Verified Purchase,Good,2020-01-14
10609,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Easy to assemble and use,s m palmer,4.0,United Kingdom,nan,Verified Purchase,Easy to assemble,2020-03-14
10613,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Does the job perfectly,Julie Watson,5.0,United Kingdom,nan,Verified Purchase,"Good sturdy, light weight. Easy to use",2020-04-01
10617,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Good price,Masood,5.0,United Kingdom,nan,Verified Purchase,Great product,2020-01-31
10622,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,👍,Michael nwanazia,5.0,United Kingdom,nan,Verified Purchase,👍,2020-02-27
10683,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Very good,D W,5.0,United Kingdom,nan,Verified Purchase,Really good well worth the money,2019-12-13
10742,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,"Excellent, simple tool for core strengthening",Josh,5.0,United Kingdom,nan,nan,"Easy to put together, sturdy and absolutely destroys your abs if you're not used to using those muscles. Great price for a simple but effective piece of kit, just be certain to check some of the many tutorial vids on YouTube to help make sure that you don't ruin your back when attempting this to begin with.",2020-01-23
10777,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,PAINFULLY Awesome,KEDDR,5.0,United Kingdom,nan,Verified Purchase,"I’ve always been a big fan of Ab rollers because it’s something that actually works.
Absolutely amazing that this little thing gives such a good workout, it does wonders for my abs and arms.
It also comes with a knee mat pad.

• Pros:
+ Easy to assemble
+ Lightweight and portable
+ Comes with a knee mat pad

• Cons:
- No complaints at all

Can't go wrong with the price and quality.
I definitely would recommend purchasing it.",2020-01-26
10787,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Ab tastic,natedog,5.0,United Kingdom,nan,Verified Purchase,A very good product. A quality made item. Feels very sturdy when using it and the mat helps reduce knee pain. Delivery was fast and price was really good. Would recommend to all.,2019-12-03
10799,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Good item,Michael,5.0,United Kingdom,nan,Verified Purchase,Very reliable piece of training kit for the home.,2020-03-14
10818,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,Bought as a gift,jill,5.0,United Kingdom,nan,Verified Purchase,Bought as a gift so can’t teview,2020-02-03
10821,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,works the abs,pumstuff,5.0,United Kingdom,nan,Verified Purchase,A little insubstantial but does the job,2020-02-28
10827,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,For abs,Mrs purpleunicorn,5.0,United Kingdom,nan,Verified Purchase,Great for abs...,2020-01-25
10837,H&S Ab Abdominal Exercise Roller With Extra Thick Knee Pad Mat - Body Fitness Strength Training Machine AB Wheel Gym Tool,4.4,10819,8.99,I love it,VELMARI89,5.0,United Kingdom,nan,Verified Purchase,Very good roller,2020-02-03
10898,KATIX Training Equipment Grippy Handle,4.7,1294,19.99,👍,Jaroslaw Tarkowski,5.0,United Kingdom,nan,Verified Purchase,👍,2020-01-15
10906,KATIX Training Equipment Grippy Handle,4.7,1294,19.99,Good product,Wendy Holton,5.0,United Kingdom,nan,Verified Purchase,Does exactly what it says,2020-01-25
10912,KATIX Training Equipment Grippy Handle,4.7,1294,19.99,Very good quality grease 👍,David Webber,5.0,United Kingdom,nan,Verified Purchase,Very good product but a bit expensive for 2ounces 👍,2020-01-13
10919,KATIX Training Equipment Grippy Handle,4.7,1294,19.99,Time,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,Good,2020-01-12
10921,KATIX Training Equipment Grippy Handle,4.7,1294,19.99,It’s good,Brian,4.0,United Kingdom,nan,Verified Purchase,Came on time and never tried it yet but it’s good stuff,2019-12-15
10923,KATIX Training Equipment Grippy Handle,4.7,1294,19.99,Proper Penn GREASE,John M Ward,5.0,United Kingdom,nan,Verified Purchase,"It is my first purchase of this Penn grease and going by the reviews it is the best of its type, a bit expensive but I wanted it for my new Penn Battle 2 LC reel in case when I serviced it the warranty might be void.You only get what you pay for so I bit the bullet and bought it.Seems to be a better grade of grease for resisting corrosion and water repellence.",2019-12-16
10926,KATIX Training Equipment Grippy Handle,4.7,1294,19.99,Lovely,Christopher Hicken,5.0,United Kingdom,nan,Verified Purchase,Lovely,2020-01-12
10927,KATIX Training Equipment Grippy Handle,4.7,1294,19.99,very useful,roy pryor,5.0,United Kingdom,nan,Verified Purchase,greased my reels perfectly and any over spill helped waterproof the reels on the outside too,2019-12-22
11185,"Podazz Super Kegel Exerciser Pelgrip Pelvis Floor Muscle Medial Exerciser,Hip Muscle&Inner Thigh Trainer,Correction Beautiful Buttocks for Women",3.7,251,13.85,Try it good for the price .,Papatya,5.0,United Kingdom,Colour: Purple,Verified Purchase,"At the start i didnt understand how to use lolBut then figured out, its so far so good lets see the different :)",2020-01-16
11188,"Podazz Super Kegel Exerciser Pelgrip Pelvis Floor Muscle Medial Exerciser,Hip Muscle&Inner Thigh Trainer,Correction Beautiful Buttocks for Women",3.7,251,13.85,Arrived as promised,nell,4.0,United Kingdom,Colour: Purple,Verified Purchase,Strong enough construction..just wish a bit more resistance to it...,2020-02-25
11190,"Podazz Super Kegel Exerciser Pelgrip Pelvis Floor Muscle Medial Exerciser,Hip Muscle&Inner Thigh Trainer,Correction Beautiful Buttocks for Women",3.7,251,13.85,Good quality,scottiaud,5.0,United Kingdom,Colour: Purple,Verified Purchase,"Took a couple of weeks to be delivered but really good quality and value for money, Recommended",2020-03-14
11191,"Podazz Super Kegel Exerciser Pelgrip Pelvis Floor Muscle Medial Exerciser,Hip Muscle&Inner Thigh Trainer,Correction Beautiful Buttocks for Women",3.7,251,13.85,Fantastic really works 👍,Bear,5.0,United Kingdom,Colour: Pink,Verified Purchase,Really pleased with this product I have only had this exerciser for a couple of days and feel it working allready. I would highly recommend  this exerciser fantastic product 👍,2020-02-15
11210,"Podazz Super Kegel Exerciser Pelgrip Pelvis Floor Muscle Medial Exerciser,Hip Muscle&Inner Thigh Trainer,Correction Beautiful Buttocks for Women",3.7,251,13.85,Wireless,Mrs. SJ.MacIntyre,5.0,United Kingdom,Colour: Blue,Verified Purchase,Seems to be working,2020-01-02
11218,"TRX All-in-One Suspension Trainer and Bundle Kit - Home-Gym System for the Seasoned Gym Enthusiast, Includes TRX Training Club Access",4.8,306,nan,Basically a gym in a bag!,Laura M,5.0,United Kingdom,Style Name: All-In-One,Verified Purchase,I travel for work and the training facilities available to me vary a lot. This set is relatively lightweight and with the over the door anchor it can be used nearly anywhere. Add couple of resistance bands and you'll have a highly versatile portable training kit.,2020-01-03
11222,"TRX All-in-One Suspension Trainer and Bundle Kit - Home-Gym System for the Seasoned Gym Enthusiast, Includes TRX Training Club Access",4.8,306,nan,Good Product Bad Service,chloe b,3.0,United Kingdom,Style Name: All-In-One,Verified Purchase,"whislt the suspension trainer is good quality and easy to set up/get to grips with.
I have had a huge problem trying to access any content/workout plans that was supposedy included.

I tried to register the straps in Jan 2020 (purchased in early Dec 2019) customer service took a week reply, only to tell me that the serial number was not on their database. still awaiting updates two weeks later.

also the official TRX mobile app is incredably poor. despite me registering an account i cant never log in meaning again no access to any official content.

All this means that as i have to find unoffical workout plans online, instead of using the premium I purchased with this product!

you expect to have the security of customer service when you buy official products at higher cost. at this point im thinking I might as well have bought a cheaper alternative",2020-01-26
11233,"TRX All-in-One Suspension Trainer and Bundle Kit - Home-Gym System for the Seasoned Gym Enthusiast, Includes TRX Training Club Access",4.8,306,nan,Excellent product,Amazon customer,5.0,United Kingdom,Style Name: All-In-One,Verified Purchase,Product is as expected and there was no problem with the order.,2020-02-25
11241,"TRX All-in-One Suspension Trainer and Bundle Kit - Home-Gym System for the Seasoned Gym Enthusiast, Includes TRX Training Club Access",4.8,306,nan,"Not worth the price, disappointed",AmazonCustomer,1.0,United Kingdom,Style Name: All-In-One,Verified Purchase,"The quality doesn't  meet its price,  don't buy it.",2019-12-17
11247,"TRX All-in-One Suspension Trainer and Bundle Kit - Home-Gym System for the Seasoned Gym Enthusiast, Includes TRX Training Club Access",4.8,306,nan,Great piece of equipment,michael cholewa,5.0,United Kingdom,Style Name: All-In-One,Verified Purchase,"Solid and strong, very versatile, you can take it anywhere, travelling etc.",2020-02-16
11252,"TRX All-in-One Suspension Trainer and Bundle Kit - Home-Gym System for the Seasoned Gym Enthusiast, Includes TRX Training Club Access",4.8,306,nan,Great product,Ivar Braatveit,5.0,United Kingdom,Style Name: All-In-One,Verified Purchase,Video Player is loading.,2020-01-30
11266,"The TRX PRO3 Suspension Trainer -  for Professional Athletes and Coaches, TRX Training Club App",4.2,90,159.95,Glad I got the Pro one,Lee Judge,5.0,United Kingdom,nan,Verified Purchase,"Great purchase, so versatile and a great addition to a home gym. Glad I got the Pro version, the handles are super high quality compared to other foam ones",2020-02-28
11280,"The TRX PRO3 Suspension Trainer -  for Professional Athletes and Coaches, TRX Training Club App",4.2,90,159.95,Everything you need to build strength and flexibility using just body weight.,Sam Lipscombe,5.0,United Kingdom,nan,nan,"After fixing these to my wall in the garage I find these brilliant to help complete both short stretches and longer body weight workouts. They come with 12 months access to the TRX app (premium content) which is ok (as a beginner I find this very fast paced) but there’s loads of workouts of mixed intensity available online (YouTube etc). If you plan on leaving it secured to the wall you will need an anchor point, otherwise it comes with basic fixings to use over doors etc.",2020-01-17
11289,WINNOW Adjustable Weight Bench with Dip Station Folding Heavy Duty Weight Lifting Bench Home Training Gym Multiuse Workout Bench,4.6,1920,nan,Compact and sturdy,Amazon Customer,5.0,United Kingdom,Colour Name: Black,Verified Purchase,"I found it easy to put together. Take your time, unpack it all first and read the instructions... It's not hard.It is surprisingly light and easy to move. Folds nicely and is good if, like me, you have limited space.It's quite sturdy and well made.One downside. If you're tall/very big I'm not sure this is the right bench for you. Being 5' 8' it's OK for me. I bought it for my chest workout and it's great for that.",2019-12-09
11290,WINNOW Adjustable Weight Bench with Dip Station Folding Heavy Duty Weight Lifting Bench Home Training Gym Multiuse Workout Bench,4.6,1920,nan,Excellent quality bench for flat bench exercises.,AmazonSolider,5.0,United Kingdom,Colour Name: Black,Verified Purchase,"The bench arrived very quickly (next day) and is a good solid bench; not too difficult to put together, and for the money a great bench. However, I was looking for a bench that can be adjusted to an incline position, which I found this bench couldn’t do correctly. There’s 2 hooks for an incline bar to go, but this is nowhere near enough room for my head to go below the barbell. For this reason I will be returning.The bench in general though can’t be knocked; for the money it’s very good value. Unfortunately incline is a necessity for me, but if you’re only looking to flat bench, this is the bench for you.",2019-12-16
11293,WINNOW Adjustable Weight Bench with Dip Station Folding Heavy Duty Weight Lifting Bench Home Training Gym Multiuse Workout Bench,4.6,1920,nan,Good entry-level bench,Bill,5.0,United Kingdom,Colour Name: Black,Verified Purchase,"This weight bench is by no means a professional gym item, however, it’s ideal for a beginner, with a medium build, who wants to do some general exercise at home. It’s sturdy and easy to assemble. It doesn’t take up much space and can be folded away after use, which is great for storage. I have a 55lbs barbell which this entry-level bench holds well.",2020-01-06
11314,WINNOW Adjustable Weight Bench with Dip Station Folding Heavy Duty Weight Lifting Bench Home Training Gym Multiuse Workout Bench,4.6,1920,nan,Home use gym equipment,The OP,5.0,United Kingdom,Colour Name: Black,Verified Purchase,"I have a home gym at the back of my house that gets a decent amount of use, however my son has recently wanted to join me and so I needed a second bench to sit beside mine that would work nicely in keeping with the rest of the equipement, thus one is plenty sturdy enough for both of us to use (one at a time of course) colours are nice of course but the cover on the padding itself feels reasonably durable, I would leave it in a commercial setting but it's plenty good enough for home use",2020-03-10
11332,WINNOW Adjustable Weight Bench with Dip Station Folding Heavy Duty Weight Lifting Bench Home Training Gym Multiuse Workout Bench,4.6,1920,nan,Value for money.,Amazon Customer,5.0,United Kingdom,Colour Name: Black,Verified Purchase,"Excellent,high quality product.",2019-12-29
11339,WINNOW Adjustable Weight Bench with Dip Station Folding Heavy Duty Weight Lifting Bench Home Training Gym Multiuse Workout Bench,4.6,1920,nan,Too Narrow,Sam Coogan,2.0,United Kingdom,Colour Name: Black,Verified Purchase,"I am a 5'7"" man at this bench is too narrow for me to grip comfortably. Have almost killed myself trying to adjust my grip on the final rep to return the bar.If there was a possibility of buying longer joining bar it would be ideal.",2020-03-08
11367,WINNOW Adjustable Weight Bench with Dip Station Folding Heavy Duty Weight Lifting Bench Home Training Gym Multiuse Workout Bench,4.6,1920,nan,Avoid at All Costs,Amazon Customer,1.0,United Kingdom,Colour Name: Black,Verified Purchase,The Upright Support weld broke within three months.  Absolute rubbish and dangerous.,2020-02-24
11374,WINNOW Adjustable Weight Bench with Dip Station Folding Heavy Duty Weight Lifting Bench Home Training Gym Multiuse Workout Bench,4.6,1920,nan,Problem with original product but excellent customer service,Ciaran Egan,4.0,United Kingdom,Colour Name: Black,Verified Purchase,There was a problem with my product while assembling (an error in the welding caused two parts to not slide together) however I wrote an email and got a response within an hour and the new part was with me in a few days. Alltogether very happy with the complete product. Easy to store and good value for money.,2019-12-24
11428,WINNOW Adjustable Weight Bench with Dip Station Folding Heavy Duty Weight Lifting Bench Home Training Gym Multiuse Workout Bench,4.6,1920,nan,Damage,LjAmazon Customer,1.0,United Kingdom,Colour Name: Black,Verified Purchase,Very happy with delivery time but but on opening iv found a dent and scratched top !,2019-12-28
11690,"TRX GO Suspension Trainer System: Lightweight and Portable | Full Body Workout, All Levels and All Goals Includes a poster with first steps, 2 training instructions and anchors indoors and outdoors",4.8,619,95.95,Mobile workout kit! No excuses now!!,Tamsin Price-Jones,5.0,United Kingdom,Colour Name: Gray,Verified Purchase,Bought as a Xmas gift to keep my partner motivated when working away. Small enough to pack in your overnight bag.Will buy the wall bracket so we can use the TRX outside at home.Comes with a membership card so you can watch demo video clips for the different exercises you can do.Thumbs up!!,2020-01-15
11698,"TRX GO Suspension Trainer System: Lightweight and Portable | Full Body Workout, All Levels and All Goals Includes a poster with first steps, 2 training instructions and anchors indoors and outdoors",4.8,619,95.95,Quality product from TRX,Jeff W.,5.0,United Kingdom,Colour Name: Gray,Verified Purchase,What I expected from TRX. Quality and ease of use. Adaptable to various methods of use.,2020-01-06
11720,"TRX GO Suspension Trainer System: Lightweight and Portable | Full Body Workout, All Levels and All Goals Includes a poster with first steps, 2 training instructions and anchors indoors and outdoors",4.8,619,95.95,Really good kit,Graham Fairley,5.0,United Kingdom,Colour Name: Gray,Verified Purchase,"Perfect for a cheeky hotel sash, on the go and it takes up no room in your bag.",2019-12-08
11721,"TRX GO Suspension Trainer System: Lightweight and Portable | Full Body Workout, All Levels and All Goals Includes a poster with first steps, 2 training instructions and anchors indoors and outdoors",4.8,619,95.95,The best leads,Zu,5.0,United Kingdom,Colour Name: Gray,Verified Purchase,Love these leads,2019-12-08
11726,"TRX GO Suspension Trainer System: Lightweight and Portable | Full Body Workout, All Levels and All Goals Includes a poster with first steps, 2 training instructions and anchors indoors and outdoors",4.8,619,95.95,Great easy to use and lightweight,Berks,4.0,United Kingdom,Colour Name: Gray,Verified Purchase,Great for exercise on the go .. lightweight and easy to use. All you need is a door,2019-12-18
11734,"TRX GO Suspension Trainer System: Lightweight and Portable | Full Body Workout, All Levels and All Goals Includes a poster with first steps, 2 training instructions and anchors indoors and outdoors",4.8,619,95.95,Faulty spring clasp - useless,Thomas Holliday,1.0,United Kingdom,Colour Name: Gray,Verified Purchase,Very disappointing to discover that one of the barrel spring clasps is faulty and incapable of holding the strap in place. I expected a high quality product and have found this to be anything but. Poor.,2020-03-21
11735,"TRX GO Suspension Trainer System: Lightweight and Portable | Full Body Workout, All Levels and All Goals Includes a poster with first steps, 2 training instructions and anchors indoors and outdoors",4.8,619,95.95,Reliable. As good as described,Sabsus,5.0,United Kingdom,Colour Name: Gray,Verified Purchase,Good and sturdy,2020-03-23
11736,"TRX GO Suspension Trainer System: Lightweight and Portable | Full Body Workout, All Levels and All Goals Includes a poster with first steps, 2 training instructions and anchors indoors and outdoors",4.8,619,95.95,Very Happy,G Coleman,5.0,United Kingdom,Colour Name: Gray,Verified Purchase,Do TRX in the gym but loving having my trx straps at home. Have straps hanging fro skylight and gives me the height I need for all exercises. Sturdy and great quality.,2020-02-05
11740,"TRX GO Suspension Trainer System: Lightweight and Portable | Full Body Workout, All Levels and All Goals Includes a poster with first steps, 2 training instructions and anchors indoors and outdoors",4.8,619,95.95,But it!!!,steve wlson,5.0,United Kingdom,Colour Name: Gray,Verified Purchase,Brilliant bit of kitIf your into body weight training this stuff is the nuts,2020-01-19
11741,"TRX GO Suspension Trainer System: Lightweight and Portable | Full Body Workout, All Levels and All Goals Includes a poster with first steps, 2 training instructions and anchors indoors and outdoors",4.8,619,95.95,Perfect for home gymming,MN,5.0,United Kingdom,Colour Name: Gray,Verified Purchase,"Easy to use, the free app subscription comes with loads of work outs and I’ve really noticed a difference in strength in the past month or so I’ve been using it.",2020-03-22
11750,"TRX GO Suspension Trainer System: Lightweight and Portable | Full Body Workout, All Levels and All Goals Includes a poster with first steps, 2 training instructions and anchors indoors and outdoors",4.8,619,95.95,Good for beginners,Antonis,4.0,United Kingdom,Colour Name: Gray,Verified Purchase,For beginners,2020-01-04
